artist_name,artist_popularity,artist_track_count
3 Speaker High,0.053841490443534715,12
3 Steps Ahead,0.08783637723203583,11
3 Winans Brothers,0.08204417591395766,1
3-11 Porter,0.1551219872580463,4
30,0.14891710776772443,5
30/70,0.08204417591395766,1
30Hz,0.04417763318443874,19
31 Minutos,0.31648085168201984,36
311,0.04516331984908252,151
32 Leaves,0.1008491738590041,7
324,0.08204417591395766,1
32crash,0.08204417591395766,1
33EMYBW,0.07831489519059595,2
33Miles,0.08204417591395766,1
34 Puñaladas,0.0478591026164753,16
347aidan,0.07490989974752656,3
35007,0.04534020247876608,18
351 Lake Shore Drive,0.1008491738590041,7
357,0.08204417591395766,1
3582,0.0662664497766581,6
36,0.0337828959645708,31
36 Crazyfists,0.025212293464751026,88
37 Hostias,0.08204417591395766,1
38 Special,0.03745494987376328,26
38Kea,0.08204417591395766,1
38th Parallel,0.059411299799762445,9
3D Corazones,0.06381213682196707,7
3FORCE,0.04202262668763685,21
3JS,0.031906068410983535,34
3LAU,0.10726288464157098,52
3LW,0.09545968446649002,19
3OH!3,0.15630570258924148,55
3Plusss,0.07178865392471295,4
3R2,0.07490989974752656,3
3TEETH,0.03490932941273219,58
3X Krazy,0.06891710776772443,5
3d Blast,0.07831489519059595,2
3lh,0.08204417591395766,1
3nd,0.07490989974752656,3
3rd Bass,0.08204417591395766,1
3rd Force,0.07779793411980317,15
3rd Line Butterfly,0.07490989974752656,3
3rd Prototype,0.16922398609968686,2
3rd Strike,0.08509149044353471,12
3rddy Baby,0.08204417591395766,1
4 Clubbers,0.06891710776772443,5
4 Point 0,0.08204417591395766,1
4 Promille,0.0907642564731037,10
4 Strings,0.009068040495753216,170
4 Tune Fairytales,0.12966322353300527,1
4 Wings,0.08204417591395766,1
40 Below Summer,0.037300379372508366,53
40 Fingers,0.0506743439468562,14
40 Thieves,0.14311902103615487,13
40 Winks,0.01538328298386706,92
40mP,0.12966322353300527,1
42 Dugg,0.2053446823562222,3
44 Double D,0.08204417591395766,1
44 MAGNUM,0.053841490443534715,12
44.caliberloveletter,0.08204417591395766,1
4444 Project,0.07178865392471295,4
44MAGNUM,0.03313322488832905,32
44phantom,0.07831489519059595,2
45 Dip,0.06153313193546824,8
45 Grave,0.043073192354827775,20
450,0.07831489519059595,2
451,0.08204417591395766,1
454,0.055578312715906804,11
47ter,0.12966322353300527,1
48th St. Collective,0.22891710776772442,5
49ers,0.08204417591395766,1
4B,0.14318952669973503,6
4Him,0.07831489519059595,2
4Keus,0.12966322353300527,1
4Keus Gang,0.12966322353300527,1
4Kuba,0.07490989974752656,3
4LYN,0.06891710776772443,5
4MEN,0.030226801652510717,37
4Minute,0.12258615387608111,43
4TLR,0.07831489519059595,2
4arm,0.07178865392471295,4
4ever,0.07831489519059595,2
4hero,0.019358738137001244,69
4i20,0.12966322353300527,1
4lienetic,0.025715338719300162,47
4th Dimension,0.07831489519059595,2
4th Element,0.07831489519059595,2
4weekend,0.08204417591395766,1
4x4,0.055578312715906804,11
5 Days Ahead,0.0506743439468562,14
5 Reasons,0.055578312715906804,11
5 Seconds of Summer,0.7293363685371292,66
5 Spiritual Tones,0.08204417591395766,1
5'nizza,0.12966322353300527,1
50 Cent,0.5576337887626353,114
"50 Cent, DJ Whoo Kid",0.15060336037350291,18
501,0.030226801652510717,37
504 Boyz,0.08204417591395766,1
50landing,0.1889171077677244,5
52nd Street,0.07831489519059595,2
53 Thieves,0.12966322353300527,1
54 Nude Honeys,0.07490989974752656,3
56 Hope,0.07831489519059595,2
57th Street Rogue Dog Villians,0.08204417591395766,1
5RAND,0.08204417591395766,1
5five,0.07831489519059595,2
5sta Family,0.2053446823562222,3
5tion,0.07490989974752656,3
6 Dogs,0.16788973248245892,26
6 Prong Paw,0.059411299799762445,9
6 Voltios,0.057430923139770364,10
